dataset_index,trajectory_id,regime,trajectory_index,timestep,noise_seed,gamma,noise_sigma,reference_gamma,spatial_points,information_dimension,split
355,low_noise_003,low_noise,3,58,150003,0.01,0.02,0.0,128,6,train
356,low_noise_003,low_noise,3,59,150003,0.01,0.02,0.0,128,6,train
357,low_noise_003,low_noise,3,60,150003,0.01,0.02,0.0,128,6,train
358,low_noise_003,low_noise,3,61,150003,0.01,0.02,0.0,128,6,train
359,low_noise_003,low_noise,3,62,150003,0.01,0.02,0.0,128,6,train
360,low_noise_003,low_noise,3,63,150003,0.01,0.02,0.0,128,6,train
361,low_noise_003,low_noise,3,64,150003,0.01,0.02,0.0,128,6,train
362,low_noise_003,low_noise,3,65,150003,0.01,0.02,0.0,128,6,train
363,low_noise_003,low_noise,3,66,150003,0.01,0.02,0.0,128,6,train
364,low_noise_003,low_noise,3,67,150003,0.01,0.02,0.0,128,6,train
365,low_noise_003,low_noise,3,68,150003,0.01,0.02,0.0,128,6,train
366,low_noise_003,low_noise,3,69,150003,0.01,0.02,0.0,128,6,train
367,low_noise_003,low_noise,3,70,150003,0.01,0.02,0.0,128,6,train
368,low_noise_003,low_noise,3,71,150003,0.01,0.02,0.0,128,6,train
369,low_noise_003,low_noise,3,72,150003,0.01,0.02,0.0,128,6,train
370,low_noise_003,low_noise,3,73,150003,0.01,0.02,0.0,128,6,train
371,low_noise_003,low_noise,3,74,150003,0.01,0.02,0.0,128,6,train
372,low_noise_003,low_noise,3,75,150003,0.01,0.02,0.0,128,6,train
373,low_noise_003,low_noise,3,76,150003,0.01,0.02,0.0,128,6,train
374,low_noise_003,low_noise,3,77,150003,0.01,0.02,0.0,128,6,train
375,low_noise_003,low_noise,3,78,150003,0.01,0.02,0.0,128,6,train
376,low_noise_003,low_noise,3,79,150003,0.01,0.02,0.0,128,6,train
377,low_noise_003,low_noise,3,80,150003,0.01,0.02,0.0,128,6,train
378,low_noise_003,low_noise,3,81,150003,0.01,0.02,0.0,128,6,train
379,low_noise_003,low_noise,3,82,150003,0.01,0.02,0.0,128,6,train
380,low_noise_003,low_noise,3,83,150003,0.01,0.02,0.0,128,6,train
381,low_noise_003,low_noise,3,84,150003,0.01,0.02,0.0,128,6,train
382,low_noise_003,low_noise,3,85,150003,0.01,0.02,0.0,128,6,train
383,low_noise_003,low_noise,3,86,150003,0.01,0.02,0.0,128,6,train
384,low_noise_003,low_noise,3,87,150003,0.01,0.02,0.0,128,6,train
385,low_noise_003,low_noise,3,88,150003,0.01,0.02,0.0,128,6,train
386,low_noise_003,low_noise,3,89,150003,0.01,0.02,0.0,128,6,train
387,low_noise_003,low_noise,3,90,150003,0.01,0.02,0.0,128,6,train
388,low_noise_003,low_noise,3,91,150003,0.01,0.02,0.0,128,6,train
389,low_noise_003,low_noise,3,92,150003,0.01,0.02,0.0,128,6,train
390,low_noise_003,low_noise,3,93,150003,0.01,0.02,0.0,128,6,train
391,low_noise_003,low_noise,3,94,150003,0.01,0.02,0.0,128,6,train
392,low_noise_003,low_noise,3,95,150003,0.01,0.02,0.0,128,6,train
393,low_noise_003,low_noise,3,96,150003,0.01,0.02,0.0,128,6,train
394,low_noise_003,low_noise,3,97,150003,0.01,0.02,0.0,128,6,train
395,low_noise_003,low_noise,3,98,150003,0.01,0.02,0.0,128,6,train
396,low_noise_004,low_noise,4,0,150004,0.01,0.02,0.0,128,6,train
397,low_noise_004,low_noise,4,1,150004,0.01,0.02,0.0,128,6,train
398,low_noise_004,low_noise,4,2,150004,0.01,0.02,0.0,128,6,train
399,low_noise_004,low_noise,4,3,150004,0.01,0.02,0.0,128,6,train
400,low_noise_004,low_noise,4,4,150004,0.01,0.02,0.0,128,6,train
401,low_noise_004,low_noise,4,5,150004,0.01,0.02,0.0,128,6,train
402,low_noise_004,low_noise,4,6,150004,0.01,0.02,0.0,128,6,train
403,low_noise_004,low_noise,4,7,150004,0.01,0.02,0.0,128,6,train
404,low_noise_004,low_noise,4,8,150004,0.01,0.02,0.0,128,6,train
405,low_noise_004,low_noise,4,9,150004,0.01,0.02,0.0,128,6,train
406,low_noise_004,low_noise,4,10,150004,0.01,0.02,0.0,128,6,train
407,low_noise_004,low_noise,4,11,150004,0.01,0.02,0.0,128,6,train
408,low_noise_004,low_noise,4,12,150004,0.01,0.02,0.0,128,6,train
409,low_noise_004,low_noise,4,13,150004,0.01,0.02,0.0,128,6,train
410,low_noise_004,low_noise,4,14,150004,0.01,0.02,0.0,128,6,train
411,low_noise_004,low_noise,4,15,150004,0.01,0.02,0.0,128,6,train
412,low_noise_004,low_noise,4,16,150004,0.01,0.02,0.0,128,6,train
413,low_noise_004,low_noise,4,17,150004,0.01,0.02,0.0,128,6,train
414,low_noise_004,low_noise,4,18,150004,0.01,0.02,0.0,128,6,train
415,low_noise_004,low_noise,4,19,150004,0.01,0.02,0.0,128,6,train
416,low_noise_004,low_noise,4,20,150004,0.01,0.02,0.0,128,6,train
417,low_noise_004,low_noise,4,21,150004,0.01,0.02,0.0,128,6,train
418,low_noise_004,low_noise,4,22,150004,0.01,0.02,0.0,128,6,train
419,low_noise_004,low_noise,4,23,150004,0.01,0.02,0.0,128,6,train
420,low_noise_004,low_noise,4,24,150004,0.01,0.02,0.0,128,6,train
421,low_noise_004,low_noise,4,25,150004,0.01,0.02,0.0,128,6,train
422,low_noise_004,low_noise,4,26,150004,0.01,0.02,0.0,128,6,train
423,low_noise_004,low_noise,4,27,150004,0.01,0.02,0.0,128,6,train
424,low_noise_004,low_noise,4,28,150004,0.01,0.02,0.0,128,6,train
425,low_noise_004,low_noise,4,29,150004,0.01,0.02,0.0,128,6,train
426,low_noise_004,low_noise,4,30,150004,0.01,0.02,0.0,128,6,train
427,low_noise_004,low_noise,4,31,150004,0.01,0.02,0.0,128,6,train
428,low_noise_004,low_noise,4,32,150004,0.01,0.02,0.0,128,6,train
429,low_noise_004,low_noise,4,33,150004,0.01,0.02,0.0,128,6,train
430,low_noise_004,low_noise,4,34,150004,0.01,0.02,0.0,128,6,train
431,low_noise_004,low_noise,4,35,150004,0.01,0.02,0.0,128,6,train
432,low_noise_004,low_noise,4,36,150004,0.01,0.02,0.0,128,6,train
433,low_noise_004,low_noise,4,37,150004,0.01,0.02,0.0,128,6,train
434,low_noise_004,low_noise,4,38,150004,0.01,0.02,0.0,128,6,train
435,low_noise_004,low_noise,4,39,150004,0.01,0.02,0.0,128,6,train
436,low_noise_004,low_noise,4,40,150004,0.01,0.02,0.0,128,6,train
437,low_noise_004,low_noise,4,41,150004,0.01,0.02,0.0,128,6,train
438,low_noise_004,low_noise,4,42,150004,0.01,0.02,0.0,128,6,train
439,low_noise_004,low_noise,4,43,150004,0.01,0.02,0.0,128,6,train
440,low_noise_004,low_noise,4,44,150004,0.01,0.02,0.0,128,6,train
441,low_noise_004,low_noise,4,45,150004,0.01,0.02,0.0,128,6,train
442,low_noise_004,low_noise,4,46,150004,0.01,0.02,0.0,128,6,train
443,low_noise_004,low_noise,4,47,150004,0.01,0.02,0.0,128,6,train
444,low_noise_004,low_noise,4,48,150004,0.01,0.02,0.0,128,6,train
445,low_noise_004,low_noise,4,49,150004,0.01,0.02,0.0,128,6,train
446,low_noise_004,low_noise,4,50,150004,0.01,0.02,0.0,128,6,train
447,low_noise_004,low_noise,4,51,150004,0.01,0.02,0.0,128,6,train
448,low_noise_004,low_noise,4,52,150004,0.01,0.02,0.0,128,6,train
449,low_noise_004,low_noise,4,53,150004,0.01,0.02,0.0,128,6,train
450,low_noise_004,low_noise,4,54,150004,0.01,0.02,0.0,128,6,train
451,low_noise_004,low_noise,4,55,150004,0.01,0.02,0.0,128,6,train
452,low_noise_004,low_noise,4,56,150004,0.01,0.02,0.0,128,6,train
453,low_noise_004,low_noise,4,57,150004,0.01,0.02,0.0,128,6,train
454,low_noise_004,low_noise,4,58,150004,0.01,0.02,0.0,128,6,train
455,low_noise_004,low_noise,4,59,150004,0.01,0.02,0.0,128,6,train
456,low_noise_004,low_noise,4,60,150004,0.01,0.02,0.0,128,6,train
457,low_noise_004,low_noise,4,61,150004,0.01,0.02,0.0,128,6,train
458,low_noise_004,low_noise,4,62,150004,0.01,0.02,0.0,128,6,train
459,low_noise_004,low_noise,4,63,150004,0.01,0.02,0.0,128,6,train
460,low_noise_004,low_noise,4,64,150004,0.01,0.02,0.0,128,6,train
461,low_noise_004,low_noise,4,65,150004,0.01,0.02,0.0,128,6,train
462,low_noise_004,low_noise,4,66,150004,0.01,0.02,0.0,128,6,train
463,low_noise_004,low_noise,4,67,150004,0.01,0.02,0.0,128,6,train
464,low_noise_004,low_noise,4,68,150004,0.01,0.02,0.0,128,6,train
465,low_noise_004,low_noise,4,69,150004,0.01,0.02,0.0,128,6,train
466,low_noise_004,low_noise,4,70,150004,0.01,0.02,0.0,128,6,train
467,low_noise_004,low_noise,4,71,150004,0.01,0.02,0.0,128,6,train
468,low_noise_004,low_noise,4,72,150004,0.01,0.02,0.0,128,6,train
469,low_noise_004,low_noise,4,73,150004,0.01,0.02,0.0,128,6,train
470,low_noise_004,low_noise,4,74,150004,0.01,0.02,0.0,128,6,train
471,low_noise_004,low_noise,4,75,150004,0.01,0.02,0.0,128,6,train
472,low_noise_004,low_noise,4,76,150004,0.01,0.02,0.0,128,6,train
473,low_noise_004,low_noise,4,77,150004,0.01,0.02,0.0,128,6,train
474,low_noise_004,low_noise,4,78,150004,0.01,0.02,0.0,128,6,train
475,low_noise_004,low_noise,4,79,150004,0.01,0.02,0.0,128,6,train
476,low_noise_004,low_noise,4,80,150004,0.01,0.02,0.0,128,6,train
477,low_noise_004,low_noise,4,81,150004,0.01,0.02,0.0,128,6,train
478,low_noise_004,low_noise,4,82,150004,0.01,0.02,0.0,128,6,train
479,low_noise_004,low_noise,4,83,150004,0.01,0.02,0.0,128,6,train
480,low_noise_004,low_noise,4,84,150004,0.01,0.02,0.0,128,6,train
481,low_noise_004,low_noise,4,85,150004,0.01,0.02,0.0,128,6,train
482,low_noise_004,low_noise,4,86,150004,0.01,0.02,0.0,128,6,train
483,low_noise_004,low_noise,4,87,150004,0.01,0.02,0.0,128,6,train
484,low_noise_004,low_noise,4,88,150004,0.01,0.02,0.0,128,6,train
485,low_noise_004,low_noise,4,89,150004,0.01,0.02,0.0,128,6,train
486,low_noise_004,low_noise,4,90,150004,0.01,0.02,0.0,128,6,train
487,low_noise_004,low_noise,4,91,150004,0.01,0.02,0.0,128,6,train
488,low_noise_004,low_noise,4,92,150004,0.01,0.02,0.0,128,6,train
489,low_noise_004,low_noise,4,93,150004,0.01,0.02,0.0,128,6,train
490,low_noise_004,low_noise,4,94,150004,0.01,0.02,0.0,128,6,train
491,low_noise_004,low_noise,4,95,150004,0.01,0.02,0.0,128,6,train
492,low_noise_004,low_noise,4,96,150004,0.01,0.02,0.0,128,6,train
493,low_noise_004,low_noise,4,97,150004,0.01,0.02,0.0,128,6,train
494,low_noise_004,low_noise,4,98,150004,0.01,0.02,0.0,128,6,train
495,low_noise_005,low_noise,5,0,150005,0.01,0.02,0.0,128,6,train
496,low_noise_005,low_noise,5,1,150005,0.01,0.02,0.0,128,6,train
497,low_noise_005,low_noise,5,2,150005,0.01,0.02,0.0,128,6,train
498,low_noise_005,low_noise,5,3,150005,0.01,0.02,0.0,128,6,train
499,low_noise_005,low_noise,5,4,150005,0.01,0.02,0.0,128,6,train
500,low_noise_005,low_noise,5,5,150005,0.01,0.02,0.0,128,6,train
501,low_noise_005,low_noise,5,6,150005,0.01,0.02,0.0,128,6,train
502,low_noise_005,low_noise,5,7,150005,0.01,0.02,0.0,128,6,train
503,low_noise_005,low_noise,5,8,150005,0.01,0.02,0.0,128,6,train
504,low_noise_005,low_noise,5,9,150005,0.01,0.02,0.0,128,6,train
505,low_noise_005,low_noise,5,10,150005,0.01,0.02,0.0,128,6,train
506,low_noise_005,low_noise,5,11,150005,0.01,0.02,0.0,128,6,train
507,low_noise_005,low_noise,5,12,150005,0.01,0.02,0.0,128,6,train
508,low_noise_005,low_noise,5,13,150005,0.01,0.02,0.0,128,6,train
509,low_noise_005,low_noise,5,14,150005,0.01,0.02,0.0,128,6,train
510,low_noise_005,low_noise,5,15,150005,0.01,0.02,0.0,128,6,train
511,low_noise_005,low_noise,5,16,150005,0.01,0.02,0.0,128,6,train
512,low_noise_005,low_noise,5,17,150005,0.01,0.02,0.0,128,6,train
513,low_noise_005,low_noise,5,18,150005,0.01,0.02,0.0,128,6,train
514,low_noise_005,low_noise,5,19,150005,0.01,0.02,0.0,128,6,train
515,low_noise_005,low_noise,5,20,150005,0.01,0.02,0.0,128,6,train
516,low_noise_005,low_noise,5,21,150005,0.01,0.02,0.0,128,6,train
517,low_noise_005,low_noise,5,22,150005,0.01,0.02,0.0,128,6,train
518,low_noise_005,low_noise,5,23,150005,0.01,0.02,0.0,128,6,train
519,low_noise_005,low_noise,5,24,150005,0.01,0.02,0.0,128,6,train
520,low_noise_005,low_noise,5,25,150005,0.01,0.02,0.0,128,6,train
521,low_noise_005,low_noise,5,26,150005,0.01,0.02,0.0,128,6,train
522,low_noise_005,low_noise,5,27,150005,0.01,0.02,0.0,128,6,train
523,low_noise_005,low_noise,5,28,150005,0.01,0.02,0.0,128,6,train
524,low_noise_005,low_noise,5,29,150005,0.01,0.02,0.0,128,6,train
525,low_noise_005,low_noise,5,30,150005,0.01,0.02,0.0,128,6,train
526,low_noise_005,low_noise,5,31,150005,0.01,0.02,0.0,128,6,train
527,low_noise_005,low_noise,5,32,150005,0.01,0.02,0.0,128,6,train
528,low_noise_005,low_noise,5,33,150005,0.01,0.02,0.0,128,6,train
529,low_noise_005,low_noise,5,34,150005,0.01,0.02,0.0,128,6,train
530,low_noise_005,low_noise,5,35,150005,0.01,0.02,0.0,128,6,train
531,low_noise_005,low_noise,5,36,150005,0.01,0.02,0.0,128,6,train
532,low_noise_005,low_noise,5,37,150005,0.01,0.02,0.0,128,6,train
533,low_noise_005,low_noise,5,38,150005,0.01,0.02,0.0,128,6,train
534,low_noise_005,low_noise,5,39,150005,0.01,0.02,0.0,128,6,train
535,low_noise_005,low_noise,5,40,150005,0.01,0.02,0.0,128,6,train
536,low_noise_005,low_noise,5,41,150005,0.01,0.02,0.0,128,6,train
537,low_noise_005,low_noise,5,42,150005,0.01,0.02,0.0,128,6,train
538,low_noise_005,low_noise,5,43,150005,0.01,0.02,0.0,128,6,train
539,low_noise_005,low_noise,5,44,150005,0.01,0.02,0.0,128,6,train
540,low_noise_005,low_noise,5,45,150005,0.01,0.02,0.0,128,6,train
541,low_noise_005,low_noise,5,46,150005,0.01,0.02,0.0,128,6,train
542,low_noise_005,low_noise,5,47,150005,0.01,0.02,0.0,128,6,train
543,low_noise_005,low_noise,5,48,150005,0.01,0.02,0.0,128,6,train
544,low_noise_005,low_noise,5,49,150005,0.01,0.02,0.0,128,6,train
545,low_noise_005,low_noise,5,50,150005,0.01,0.02,0.0,128,6,train
546,low_noise_005,low_noise,5,51,150005,0.01,0.02,0.0,128,6,train
547,low_noise_005,low_noise,5,52,150005,0.01,0.02,0.0,128,6,train
548,low_noise_005,low_noise,5,53,150005,0.01,0.02,0.0,128,6,train
549,low_noise_005,low_noise,5,54,150005,0.01,0.02,0.0,128,6,train
550,low_noise_005,low_noise,5,55,150005,0.01,0.02,0.0,128,6,train
551,low_noise_005,low_noise,5,56,150005,0.01,0.02,0.0,128,6,train
552,low_noise_005,low_noise,5,57,150005,0.01,0.02,0.0,128,6,train
553,low_noise_005,low_noise,5,58,150005,0.01,0.02,0.0,128,6,train
554,low_noise_005,low_noise,5,59,150005,0.01,0.02,0.0,128,6,train
555,low_noise_005,low_noise,5,60,150005,0.01,0.02,0.0,128,6,train
556,low_noise_005,low_noise,5,61,150005,0.01,0.02,0.0,128,6,train
557,low_noise_005,low_noise,5,62,150005,0.01,0.02,0.0,128,6,train
558,low_noise_005,low_noise,5,63,150005,0.01,0.02,0.0,128,6,train
559,low_noise_005,low_noise,5,64,150005,0.01,0.02,0.0,128,6,train
560,low_noise_005,low_noise,5,65,150005,0.01,0.02,0.0,128,6,train
561,low_noise_005,low_noise,5,66,150005,0.01,0.02,0.0,128,6,train
562,low_noise_005,low_noise,5,67,150005,0.01,0.02,0.0,128,6,train
563,low_noise_005,low_noise,5,68,150005,0.01,0.02,0.0,128,6,train
564,low_noise_005,low_noise,5,69,150005,0.01,0.02,0.0,128,6,train
565,low_noise_005,low_noise,5,70,150005,0.01,0.02,0.0,128,6,train
566,low_noise_005,low_noise,5,71,150005,0.01,0.02,0.0,128,6,train
567,low_noise_005,low_noise,5,72,150005,0.01,0.02,0.0,128,6,train
568,low_noise_005,low_noise,5,73,150005,0.01,0.02,0.0,128,6,train
569,low_noise_005,low_noise,5,74,150005,0.01,0.02,0.0,128,6,train
570,low_noise_005,low_noise,5,75,150005,0.01,0.02,0.0,128,6,train
571,low_noise_005,low_noise,5,76,150005,0.01,0.02,0.0,128,6,train
572,low_noise_005,low_noise,5,77,150005,0.01,0.02,0.0,128,6,train
573,low_noise_005,low_noise,5,78,150005,0.01,0.02,0.0,128,6,train
574,low_noise_005,low_noise,5,79,150005,0.01,0.02,0.0,128,6,train
575,low_noise_005,low_noise,5,80,150005,0.01,0.02,0.0,128,6,train
576,low_noise_005,low_noise,5,81,150005,0.01,0.02,0.0,128,6,train
577,low_noise_005,low_noise,5,82,150005,0.01,0.02,0.0,128,6,train
578,low_noise_005,low_noise,5,83,150005,0.01,0.02,0.0,128,6,train
579,low_noise_005,low_noise,5,84,150005,0.01,0.02,0.0,128,6,train
580,low_noise_005,low_noise,5,85,150005,0.01,0.02,0.0,128,6,train
581,low_noise_005,low_noise,5,86,150005,0.01,0.02,0.0,128,6,train
582,low_noise_005,low_noise,5,87,150005,0.01,0.02,0.0,128,6,train
583,low_noise_005,low_noise,5,88,150005,0.01,0.02,0.0,128,6,train
584,low_noise_005,low_noise,5,89,150005,0.01,0.02,0.0,128,6,train
585,low_noise_005,low_noise,5,90,150005,0.01,0.02,0.0,128,6,train
586,low_noise_005,low_noise,5,91,150005,0.01,0.02,0.0,128,6,train
587,low_noise_005,low_noise,5,92,150005,0.01,0.02,0.0,128,6,train
588,low_noise_005,low_noise,5,93,150005,0.01,0.02,0.0,128,6,train
589,low_noise_005,low_noise,5,94,150005,0.01,0.02,0.0,128,6,train
590,low_noise_005,low_noise,5,95,150005,0.01,0.02,0.0,128,6,train
591,low_noise_005,low_noise,5,96,150005,0.01,0.02,0.0,128,6,train
592,low_noise_005,low_noise,5,97,150005,0.01,0.02,0.0,128,6,train
593,low_noise_005,low_noise,5,98,150005,0.01,0.02,0.0,128,6,train
594,low_noise_006,low_noise,6,0,150006,0.01,0.02,0.0,128,6,validation
595,low_noise_006,low_noise,6,1,150006,0.01,0.02,0.0,128,6,validation
596,low_noise_006,low_noise,6,2,150006,0.01,0.02,0.0,128,6,validation
597,low_noise_006,low_noise,6,3,150006,0.01,0.02,0.0,128,6,validation
598,low_noise_006,low_noise,6,4,150006,0.01,0.02,0.0,128,6,validation
599,low_noise_006,low_noise,6,5,150006,0.01,0.02,0.0,128,6,validation
600,low_noise_006,low_noise,6,6,150006,0.01,0.02,0.0,128,6,validation
601,low_noise_006,low_noise,6,7,150006,0.01,0.02,0.0,128,6,validation
602,low_noise_006,low_noise,6,8,150006,0.01,0.02,0.0,128,6,validation
603,low_noise_006,low_noise,6,9,150006,0.01,0.02,0.0,128,6,validation
604,low_noise_006,low_noise,6,10,150006,0.01,0.02,0.0,128,6,validation
605,low_noise_006,low_noise,6,11,150006,0.01,0.02,0.0,128,6,validation
606,low_noise_006,low_noise,6,12,150006,0.01,0.02,0.0,128,6,validation
607,low_noise_006,low_noise,6,13,150006,0.01,0.02,0.0,128,6,validation
608,low_noise_006,low_noise,6,14,150006,0.01,0.02,0.0,128,6,validation
609,low_noise_006,low_noise,6,15,150006,0.01,0.02,0.0,128,6,validation
610,low_noise_006,low_noise,6,16,150006,0.01,0.02,0.0,128,6,validation
611,low_noise_006,low_noise,6,17,150006,0.01,0.02,0.0,128,6,validation
612,low_noise_006,low_noise,6,18,150006,0.01,0.02,0.0,128,6,validation
613,low_noise_006,low_noise,6,19,150006,0.01,0.02,0.0,128,6,validation
614,low_noise_006,low_noise,6,20,150006,0.01,0.02,0.0,128,6,validation
615,low_noise_006,low_noise,6,21,150006,0.01,0.02,0.0,128,6,validation
616,low_noise_006,low_noise,6,22,150006,0.01,0.02,0.0,128,6,validation
617,low_noise_006,low_noise,6,23,150006,0.01,0.02,0.0,128,6,validation
618,low_noise_006,low_noise,6,24,150006,0.01,0.02,0.0,128,6,validation
619,low_noise_006,low_noise,6,25,150006,0.01,0.02,0.0,128,6,validation
620,low_noise_006,low_noise,6,26,150006,0.01,0.02,0.0,128,6,validation
621,low_noise_006,low_noise,6,27,150006,0.01,0.02,0.0,128,6,validation
622,low_noise_006,low_noise,6,28,150006,0.01,0.02,0.0,128,6,validation
623,low_noise_006,low_noise,6,29,150006,0.01,0.02,0.0,128,6,validation
624,low_noise_006,low_noise,6,30,150006,0.01,0.02,0.0,128,6,validation
625,low_noise_006,low_noise,6,31,150006,0.01,0.02,0.0,128,6,validation
626,low_noise_006,low_noise,6,32,150006,0.01,0.02,0.0,128,6,validation
627,low_noise_006,low_noise,6,33,150006,0.01,0.02,0.0,128,6,validation
628,low_noise_006,low_noise,6,34,150006,0.01,0.02,0.0,128,6,validation
629,low_noise_006,low_noise,6,35,150006,0.01,0.02,0.0,128,6,validation
630,low_noise_006,low_noise,6,36,150006,0.01,0.02,0.0,128,6,validation
631,low_noise_006,low_noise,6,37,150006,0.01,0.02,0.0,128,6,validation
632,low_noise_006,low_noise,6,38,150006,0.01,0.02,0.0,128,6,validation
633,low_noise_006,low_noise,6,39,150006,0.01,0.02,0.0,128,6,validation
634,low_noise_006,low_noise,6,40,150006,0.01,0.02,0.0,128,6,validation
635,low_noise_006,low_noise,6,41,150006,0.01,0.02,0.0,128,6,validation
636,low_noise_006,low_noise,6,42,150006,0.01,0.02,0.0,128,6,validation
637,low_noise_006,low_noise,6,43,150006,0.01,0.02,0.0,128,6,validation
638,low_noise_006,low_noise,6,44,150006,0.01,0.02,0.0,128,6,validation
639,low_noise_006,low_noise,6,45,150006,0.01,0.02,0.0,128,6,validation
640,low_noise_006,low_noise,6,46,150006,0.01,0.02,0.0,128,6,validation
641,low_noise_006,low_noise,6,47,150006,0.01,0.02,0.0,128,6,validation
642,low_noise_006,low_noise,6,48,150006,0.01,0.02,0.0,128,6,validation
643,low_noise_006,low_noise,6,49,150006,0.01,0.02,0.0,128,6,validation
644,low_noise_006,low_noise,6,50,150006,0.01,0.02,0.0,128,6,validation
645,low_noise_006,low_noise,6,51,150006,0.01,0.02,0.0,128,6,validation
646,low_noise_006,low_noise,6,52,150006,0.01,0.02,0.0,128,6,validation
647,low_noise_006,low_noise,6,53,150006,0.01,0.02,0.0,128,6,validation
648,low_noise_006,low_noise,6,54,150006,0.01,0.02,0.0,128,6,validation
649,low_noise_006,low_noise,6,55,150006,0.01,0.02,0.0,128,6,validation
650,low_noise_006,low_noise,6,56,150006,0.01,0.02,0.0,128,6,validation
651,low_noise_006,low_noise,6,57,150006,0.01,0.02,0.0,128,6,validation
652,low_noise_006,low_noise,6,58,150006,0.01,0.02,0.0,128,6,validation
653,low_noise_006,low_noise,6,59,150006,0.01,0.02,0.0,128,6,validation
654,low_noise_006,low_noise,6,60,150006,0.01,0.02,0.0,128,6,validation
655,low_noise_006,low_noise,6,61,150006,0.01,0.02,0.0,128,6,validation
656,low_noise_006,low_noise,6,62,150006,0.01,0.02,0.0,128,6,validation
657,low_noise_006,low_noise,6,63,150006,0.01,0.02,0.0,128,6,validation
658,low_noise_006,low_noise,6,64,150006,0.01,0.02,0.0,128,6,validation
659,low_noise_006,low_noise,6,65,150006,0.01,0.02,0.0,128,6,validation
660,low_noise_006,low_noise,6,66,150006,0.01,0.02,0.0,128,6,validation
661,low_noise_006,low_noise,6,67,150006,0.01,0.02,0.0,128,6,validation
662,low_noise_006,low_noise,6,68,150006,0.01,0.02,0.0,128,6,validation
663,low_noise_006,low_noise,6,69,150006,0.01,0.02,0.0,128,6,validation
664,low_noise_006,low_noise,6,70,150006,0.01,0.02,0.0,128,6,validation
665,low_noise_006,low_noise,6,71,150006,0.01,0.02,0.0,128,6,validation
666,low_noise_006,low_noise,6,72,150006,0.01,0.02,0.0,128,6,validation
667,low_noise_006,low_noise,6,73,150006,0.01,0.02,0.0,128,6,validation
668,low_noise_006,low_noise,6,74,150006,0.01,0.02,0.0,128,6,validation
669,low_noise_006,low_noise,6,75,150006,0.01,0.02,0.0,128,6,validation
670,low_noise_006,low_noise,6,76,150006,0.01,0.02,0.0,128,6,validation
671,low_noise_006,low_noise,6,77,150006,0.01,0.02,0.0,128,6,validation
672,low_noise_006,low_noise,6,78,150006,0.01,0.02,0.0,128,6,validation
673,low_noise_006,low_noise,6,79,150006,0.01,0.02,0.0,128,6,validation
674,low_noise_006,low_noise,6,80,150006,0.01,0.02,0.0,128,6,validation
675,low_noise_006,low_noise,6,81,150006,0.01,0.02,0.0,128,6,validation
676,low_noise_006,low_noise,6,82,150006,0.01,0.02,0.0,128,6,validation
677,low_noise_006,low_noise,6,83,150006,0.01,0.02,0.0,128,6,validation
